age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
37,No,travel_frequently,556.2566609977324,,18,4,Life Sciences,1165,3,Male,3,2,healthcare representative,3,,4492.84,11681.39,1,Unknown,14,3.0,4,Part Time,2,2,4.0,10,0.0,0,2,1988,53914.11,,False
52,Yes,travel_rarely,1119.857142857143, Sales ,40,3,Marketing,1166,4,Male,2,3,sales executive,1,,9045.0,23517.0,4,Unknown,13,3.0,2,Unknown,1,3,3.0,3,2.0,2,0,1973,108540.0,sales executive  -  sales,True
28,No,,290.03550973654063,,5,3,Other,1167,4,Female,2,1,sales representative,3,single,2342.59,6090.75,0,No,18,3.0,4,Part Time,0,2,3.0,4,0.0,0,0,1997,28111.13,,True
38,No,travel_frequently,265.2619047619048,,23,2,Medical,1168,3,Male,4,2,laboratory technician,4,,2142.5,5570.5,4,No,17,3.0,3,Part Time,1,3,3.0,5,0.0,0,3,1987,25710.0,,False
29,No,travel_rarely,633.6984126984128,,4,3,Life Sciences,1169,2,Male,4,2,manufacturing director,2,,,13307.67,1,Yes,20,4.0,2,Unknown,1,0,3.0,6,0.0,0,3,1996,61420.0,,False
35,No,,257.5238095238095,,2,3,Medical,1170,3,Male,3,1,laboratory technician,4,,,5408.0,4,No,11,3.0,4,Part Time,0,3,3.0,1,1.0,0,0,1990,24960.0,,False
38,No,,352.75396825396825,,5,4,Life Sciences,1171,2,Female,2,1,research scientist,1,married,2849.17,7407.83,9,Yes,14,3.0,4,Full Time,1,3,4.0,1,0.0,0,0,1987,34190.0,,True
33,No,,258.03968253968253, Research & Development ,1,4,Medical,1172,3,Male,3,1,research scientist,2,single,2084.17,5418.83,1,No,17,3.0,2,Part Time,0,4,3.0,1,1.0,1,0,1992,25010.0,research scientist  -  research & development,True
24,No,travel_rarely,290.03550973654063, Research & Development ,2,1,Technical Degree,1173,3,Male,3,1,laboratory technician,4,,,6090.75,0,Unknown,14,3.0,3,Part Time,1,2,3.0,2,2.0,2,1,2001,28111.13,laboratory technician  -  research & development,True
29,No,,264.74603174603175,,3,3,,1174,3,Male,2,1,research scientist,3,divorced,2138.33,5559.67,1,Unknown,15,3.0,4,Unknown,1,2,2.0,1,0.0,0,1,1996,25659.96,,True
35,No,travel_rarely,290.03550973654063,,2,3,Life Sciences,1175,3,Male,3,1,research scientist,4,,2342.59,6090.75,0,No,14,3.0,1,Part Time,0,2,Unknown,3,0.0,0,2,1990,28111.13,,True
38,No,travel_frequently,290.03550973654063,,18,1,,1176,2,Female,3,1,laboratory technician,4,single,,6090.75,1,Unknown,13,3.0,1,Part Time,0,2,3.0,8,1.0,1,7,1987,28111.13,,True
39,No,,404.4444444444444,,18,2,Medical,1177,1,Female,2,1,research scientist,1,,3266.67,8493.33,2,Unknown,14,0.0,1,Full Time,1,2,2.0,3,0.0,0,2,1986,39200.0,,True
34,No,,290.03550973654063,,7,3,,1178,2,Male,4,1,laboratory technician,2,married,2342.59,6090.75,1,Unknown,20,4.0,3,Part Time,0,3,1.0,5,0.0,0,3,1991,28111.13,,True
53,No,travel_rarely,556.2566609977324,,35,3,Medical,1179,3,Male,1,2,manufacturing director,2,divorced,,11681.39,5,Unknown,18,3.0,4,Part Time,1,3,3.0,4,1.0,1,2,1972,53914.11,,True
51,No,,1440.7301587301588,,45,2,Technical Degree,1180,4,Female,2,4,healthcare representative,3,,11636.67,30255.33,7,Yes,12,3.0,4,Unknown,0,2,3.0,7,0.0,0,7,1974,139640.04,,True
37,No,,674.7619047619048,,9,4,,1181,3,Male,2,2,healthcare representative,2,single,5450.0,14170.0,9,Unknown,19,3.0,3,Full Time,0,5,3.0,1,0.0,0,0,1988,65400.0,,True
24,No,,231.52380952380955,,11,3,Medical,1182,1,Female,3,1,research scientist,2,married,1870.0,4862.0,1,No,13,3.0,4,Unknown,1,1,3.0,2,1.0,1,2,2001,22440.0,,False
35,No,,1669.7777777777776,,1,5,,1183,1,Female,4,4,research director,3,,13486.67,35065.33,4,No,19,3.0,3,Full Time,1,2,3.0,6,1.0,0,5,1990,161840.0,,False
33,Yes,,436.7380952380952, Sales ,13,4,Medical,1184,2,Male,3,2,sales executive,1,divorced,3527.5,9171.5,2,No,17,3.0,3,Unknown,0,2,1.0,3,1.0,1,2,1992,42330.0,sales executive  -  sales,False
47,Yes,,556.2566609977324,,26,4,,1185,1,Female,3,2,sales executive,1,,,11681.39,2,Unknown,14,3.0,4,Part Time,2,4,3.0,1,0.0,0,0,1978,53914.11,,True
55,No,,1528.4285714285716,,7,3,,1186,3,Male,4,4,research director,3,married,12345.0,32097.0,3,No,19,3.0,3,Unknown,0,3,3.0,5,1.0,1,3,1970,148140.0,,True
36,No,travel_rarely,556.2566609977324,,8,2,,1187,2,Female,3,2,healthcare representative,3,,4492.84,11681.39,3,No,11,3.0,4,Part Time,0,2,3.0,5,4.0,4,3,1989,53914.11,,True
45,No,,1770.373015873016,,14,2,Life Sciences,1188,2,Male,3,4,research director,1,,,37177.83,6,No,24,4.0,3,Full Time,1,3,3.0,4,1.0,1,0,1980,171590.0,,False
30,No,travel_rarely,290.03550973654063,,8,2,Medical,1189,2,Male,2,1,human resources,4,divorced,2342.59,6090.75,1,Unknown,13,3.0,4,Unknown,1,6,3.0,5,0.0,0,4,1995,28111.08,,True
44,No,travel_frequently,290.03550973654063, Research & Development ,2,1,,1190,2,Male,3,1,research scientist,4,single,2342.59,6090.75,5,Unknown,14,3.0,4,Part Time,0,2,3.0,2,2.0,2,2,1981,28111.13,research scientist  -  research & development,True
29,No,travel_rarely,239.15873015873007,,4,3,,1191,2,Female,3,1,research scientist,3,,1931.67,5022.33,1,Unknown,19,3.0,3,Unknown,0,2,3.0,1,0.0,0,0,1996,23180.04,,True
42,No,,373.1825396825397,,9,4,,1192,4,Male,3,1,research scientist,2,,,7836.83,8,Yes,14,0.0,4,Full Time,1,2,Unknown,1,0.0,0,0,1983,36170.0,,True
39,Yes,,1032.4872861766066,,1,4,Life Sciences,1193,1,Male,2,3,sales executive,3,married,8339.32,21682.23,5,Unknown,11,3.0,3,Part Time,0,2,1.0,14,11.0,11,7,1986,100071.84,,True
31,No,travel_frequently,290.03550973654063,,18,3,Technical Degree,1194,3,Female,3,1,sales representative,4,,2342.59,6090.75,1,No,15,3.0,2,Part Time,1,5,3.0,3,0.0,0,2,1994,28111.13,,False
40,No,,276.92063492063494, Research & Development ,10,1,,1195,3,Male,3,1,research scientist,3,married,,5815.33,0,Unknown,17,3.0,2,Part Time,1,0,2.0,2,0.0,0,2,1985,26840.0,research scientist  -  research & development,False
36,No,,556.2566609977324,,46,4,,1196,4,Male,4,2,sales executive,4,divorced,4492.84,11681.39,0,No,11,3.0,4,Unknown,1,2,2.0,15,0.0,0,9,1989,53914.11,,True
36,No,travel_rarely,290.03550973654063,,10,4,Life Sciences,1197,3,Female,3,1,sales representative,3,married,2342.59,6090.75,1,Yes,19,3.0,4,Part Time,1,2,3.0,1,0.0,0,0,1989,28111.13,,False
52,No,travel_rarely,1984.7698412698408,,12,4,Medical,1198,1,Male,3,5,research director,3,married,16030.83,41680.17,2,Unknown,11,3.0,4,Full Time,1,2,2.0,8,7.0,7,7,1973,192370.0,,False
28,Yes,,245.2460317460317,,21,3,,1199,1,Male,3,1,laboratory technician,3,,1980.83,5150.17,1,No,20,0.0,3,Part Time,1,0,2.0,1,0.0,0,0,1997,23770.0,,False
30,No,travel_frequently,290.03550973654063, Research & Development ,6,3,Life Sciences,1200,3,Male,2,1,research scientist,3,divorced,2342.59,6090.75,1,Yes,14,3.0,4,Unknown,1,2,3.0,3,0.0,0,2,1995,28111.08,research scientist  -  research & development,False
30,Yes,,290.03550973654063,,12,1,,1201,3,Female,3,1,laboratory technician,4,married,,6090.75,1,Unknown,11,0.0,4,Unknown,0,4,2.0,1,0.0,0,0,1995,28111.13,,True
42,No,,456.2380952380952,,29,2,Medical,1202,2,Female,2,2,research scientist,4,married,,9581.0,3,Yes,13,3.0,4,Part Time,1,3,1.0,1,0.0,0,0,1983,44220.0,,True
21,No,travel_rarely,263.3015873015873,,47,2,,1203,3,Male,3,1,research scientist,1,single,2126.67,5529.33,1,No,25,0.0,3,Unknown,0,4,3.0,1,0.0,0,0,2004,25520.04,,False
22,No,travel_rarely,276.3015873015873,,21,3,Marketing,1204,3,Male,4,1,sales representative,4,single,2231.67,5802.33,1,Unknown,17,3.0,4,Part Time,0,2,3.0,2,2.0,2,2,2003,26780.0,,True
42,No,,556.2566609977324,,10,3,,1205,2,Female,2,2,sales executive,2,divorced,,11681.39,7,No,12,3.0,2,Part Time,1,2,4.0,5,1.0,1,3,1983,53914.11,,False
21,Yes,,290.03550973654063,,10,3,,1206,1,Female,2,1,research scientist,2,,,6090.75,1,Unknown,25,4.0,2,Part Time,0,2,4.0,1,1.0,0,0,2004,28111.13,,True
61,No,,533.515873015873,,3,3,,1207,3,Female,2,2,sales executive,4,single,,11203.83,5,No,17,3.0,4,Part Time,0,2,3.0,6,0.0,0,5,1964,51710.0,,False
32,No,travel_rarely,1229.428571428571, Research & Development ,17,4,Medical,1208,2,Female,3,3,manager,1,,,25818.0,1,Yes,23,4.0,4,Full Time,2,2,3.0,9,0.0,0,8,1993,119160.0,manager  -  research & development,False
47,No,travel_rarely,967.7777777777778,,29,3,,1209,2,Male,3,3,manufacturing director,4,married,,20323.33,4,Yes,18,0.0,4,Part Time,2,4,4.0,3,1.0,1,2,1978,93800.0,,True
42,No,travel_rarely,290.03550973654063,,2,3,,1210,3,Male,3,1,research scientist,3,,2342.59,6090.75,2,No,14,3.0,3,Unknown,1,3,4.0,3,1.0,1,2,1983,28111.08,,False
32,No,,556.2566609977324,,42,1,Life Sciences,1211,4,Male,3,2,sales executive,3,,4492.84,11681.39,8,Unknown,15,0.0,3,Unknown,2,2,2.0,2,2.0,2,2,1993,53914.08,,False
26,No,,290.03550973654063, Research & Development ,24,2,Technical Degree,1212,3,Male,2,1,laboratory technician,1,,,6090.75,0,Unknown,14,0.0,2,Part Time,3,3,3.0,1,0.0,0,0,1999,28111.13,laboratory technician  -  research & development,False
34,No,,606.4603174603175,,5,2,Life Sciences,1213,4,Female,2,2,research scientist,2,married,4898.33,12735.67,3,No,12,3.0,1,Unknown,1,2,3.0,7,2.0,2,5,1991,58779.96,,True
30,Yes,travel_rarely,290.03550973654063,,24,3,Medical,1214,3,Male,3,1,laboratory technician,2,married,2342.59,6090.75,1,Unknown,17,3.0,3,Part Time,3,3,3.0,1,0.0,0,0,1995,28111.13,,False
51,No,,556.2566609977324, Sales ,11,4,,1215,4,Female,3,2,sales executive,4,single,,11681.39,3,Unknown,12,3.0,3,Part Time,0,1,4.0,5,0.0,0,4,1974,53914.11,sales executive  -  sales,True
40,No,travel_frequently,254.63492063492063, Research & Development ,2,2,Medical,1216,3,Female,2,1,laboratory technician,2,married,,5347.33,4,Unknown,14,3.0,2,Part Time,1,4,2.0,6,0.0,0,5,1985,24680.0,laboratory technician  -  research & development,False
48,No,travel_rarely,1973.9841269841268,,2,4,,1217,3,Male,3,5,research director,4,,15943.72,41453.67,7,Unknown,17,3.0,3,Full Time,1,3,3.0,2,2.0,2,2,1977,191324.62,,True
36,Yes,travel_frequently,556.2566609977324,,9,4,Life Sciences,1218,4,Male,3,2,laboratory technician,1,,,11681.39,4,Unknown,17,3.0,3,Part Time,1,3,2.0,7,0.0,0,7,1989,53914.11,,False
41,No,,425.8015873015873,,20,3,Life Sciences,1219,3,Male,3,2,sales executive,4,,3439.17,8941.83,2,Unknown,18,3.0,4,Part Time,1,6,3.0,2,2.0,2,2,1984,41270.0,,False
28,Yes,travel_rarely,221.6190476190476, Human Resources ,20,2,,1220,4,Female,3,1,human resources,2,married,1790.0,4654.0,0,Yes,11,3.0,3,Part Time,0,3,3.0,5,1.0,1,4,1997,21480.0,human resources  -  human resources,True
56,No,travel_rarely,556.2566609977324,,7,4,Medical,1221,4,Female,3,2,research scientist,4,married,4492.84,11681.39,4,No,15,3.0,2,Unknown,1,2,2.0,7,1.0,1,7,1969,53914.08,,False
38,No,travel_frequently,400.936507936508,,2,1,,1222,2,Male,2,2,human resources,4,,,8419.67,1,No,21,4.0,4,Part Time,0,2,2.0,10,0.0,0,8,1987,38860.0,,True
34,Yes,travel_frequently,290.03550973654063, Research & Development ,5,2,,1223,1,Female,4,1,research scientist,3,,2342.59,6090.75,3,Yes,14,3.0,1,Part Time,0,2,3.0,4,0.0,0,3,1991,28111.13,research scientist  -  research & development,False
34,No,,687.8650793650794,,15,4,,1224,3,Female,3,2,healthcare representative,4,,5555.83,14445.17,5,No,18,3.0,2,Unknown,1,6,3.0,5,1.0,1,2,1991,66669.95999999999,,True
30,Yes,,290.03550973654063, Research & Development ,17,3,,1225,3,Male,2,1,laboratory technician,4,,2342.59,6090.75,5,No,12,3.0,1,Part Time,1,2,2.0,4,0.0,0,3,1995,28111.13,laboratory technician  -  research & development,True
35,No,,290.03550973654063,,1,2,Medical,1226,2,Male,2,1,laboratory technician,3,divorced,2342.59,6090.75,1,Unknown,12,3.0,3,Unknown,3,2,2.0,1,0.0,0,0,1990,28111.08,,False
39,Yes,travel_rarely,215.63492063492063,,2,2,,1227,4,Male,2,1,laboratory technician,3,single,,4528.33,6,Yes,15,3.0,2,Unknown,0,3,3.0,0,0.0,0,0,1986,20900.0,,True
61,No,travel_rarely,290.03550973654063,,3,3,Medical,1228,3,Female,4,1,laboratory technician,1,,,6090.75,4,Unknown,20,0.0,1,Unknown,3,3,2.0,1,0.0,0,0,1964,28111.13,,True
32,No,travel_rarely,290.03550973654063,,24,1,Life Sciences,1229,4,Male,3,1,laboratory technician,3,divorced,2342.59,6090.75,1,Unknown,22,4.0,2,Unknown,1,2,3.0,1,0.0,0,0,1993,28111.08,,True
24,No,,290.03550973654063,,16,2,,1230,4,Male,4,1,laboratory technician,4,,2342.59,6090.75,1,Yes,13,3.0,2,Unknown,2,2,2.0,1,0.0,0,0,2001,28111.13,,False
23,No,travel_rarely,290.03550973654063,,15,2,,1231,3,Male,3,1,research scientist,4,single,,6090.75,1,No,14,3.0,4,Part Time,0,6,3.0,0,0.0,0,0,2002,28111.13,,True
32,No,travel_rarely,290.03550973654063,,9,2,Medical,1232,4,Male,2,1,laboratory technician,3,,2342.59,6090.75,1,Unknown,13,3.0,1,Part Time,0,5,3.0,10,1.0,1,8,1993,28111.13,,False
41,Yes,travel_rarely,215.2222222222222,,18,3,Technical Degree,1233,1,Male,3,2,sales representative,4,married,,4519.67,3,No,14,3.0,3,Part Time,1,6,4.0,1,0.0,0,0,1984,20860.0,,True
26,Yes,travel_rarely,290.03550973654063,,1,3,,1234,2,Male,3,1,research scientist,4,,,6090.75,2,Yes,16,3.0,1,Part Time,1,2,Unknown,2,2.0,2,0,1999,28111.13,,False
37,No,,201.2936507936508, Research & Development ,4,2,Other,1235,3,Male,3,1,laboratory technician,4,divorced,,4227.17,1,Unknown,12,3.0,3,Part Time,1,3,3.0,1,0.0,0,0,1988,19510.0,laboratory technician  -  research & development,True
29,No,,290.03550973654063,,2,4,Life Sciences,1236,4,Female,3,1,laboratory technician,1,divorced,2342.59,6090.75,1,Unknown,13,3.0,4,Part Time,1,6,3.0,1,0.0,0,0,1996,28111.13,,False
28,Yes,,290.03550973654063,,25,3,Life Sciences,1237,1,Male,1,1,laboratory technician,3,single,2342.59,6090.75,1,Unknown,12,3.0,3,Unknown,0,2,2.0,1,0.0,0,1,1997,28111.08,,False
39,No,,311.79365079365084, Research & Development ,24,2,Life Sciences,1238,2,Male,3,1,research scientist,2,married,,6547.67,4,No,21,4.0,1,Full Time,0,1,3.0,1,0.0,0,0,1986,30220.0,research scientist  -  research & development,False
37,No,,290.03550973654063,,46,1,,1239,4,Male,4,1,laboratory technician,4,,2342.59,6090.75,1,No,19,0.0,4,Unknown,0,2,3.0,1,0.0,0,1,1988,28111.08,,True
50,Yes,,1032.4872861766066,,1,2,,1240,1,Male,2,3,laboratory technician,3,,8339.32,21682.23,9,Unknown,13,3.0,4,Part Time,0,2,3.0,1,0.0,0,0,1975,100071.84,,False
37,No,non-travel,1032.4872861766066,,11,2,Medical,1241,3,Male,2,3,healthcare representative,1,married,8339.32,21682.23,2,Yes,13,3.0,3,Part Time,1,3,3.0,4,2.0,2,3,1988,100071.84,,True
57,No,travel_rarely,1582.7713464696226,,8,3,,1242,4,Female,3,4,manager,3,divorced,12783.92,33238.2,2,Yes,14,3.0,3,Full Time,3,2,3.0,5,0.0,0,2,1968,153407.07,,True
47,No,,1003.2698412698412,,7,3,Life Sciences,1243,2,Male,3,3,research scientist,1,,8103.33,21068.67,2,No,17,3.0,3,Part Time,1,2,3.0,1,0.0,0,0,1978,97240.0,,True
38,Yes,,349.5555555555556,,9,3,Medical,1244,4,Male,2,1,research scientist,3,,2823.33,7340.67,0,Unknown,17,3.0,1,Full Time,1,0,2.0,1,0.0,0,0,1987,33880.0,,True
38,No,travel_rarely,313.44444444444446, Research & Development ,6,3,Life Sciences,1245,2,Female,4,1,laboratory technician,4,,2531.67,6582.33,3,No,12,3.0,2,Unknown,0,3,3.0,1,0.0,0,0,1987,30380.04,laboratory technician  -  research & development,True
47,No,travel_rarely,1032.4872861766066, Research & Development ,6,4,Other,1246,4,Male,3,3,research director,1,,,21682.23,4,Yes,14,3.0,2,Part Time,0,3,4.0,0,0.0,0,0,1978,100071.84,research director  -  research & development,False
57,No,,1032.4872861766066,,1,2,,1247,1,Male,3,3,sales executive,4,married,8339.32,21682.23,3,Unknown,14,3.0,4,Unknown,1,4,3.0,1,1.0,1,0,1968,100071.84,,True
25,No,,239.57142857142856,,2,1,Technical Degree,1248,3,Male,3,1,sales representative,1,divorced,1935.0,5031.0,3,No,13,3.0,3,Part Time,1,3,3.0,0,0.0,0,0,2000,23220.0,,False
34,No,travel_rarely,290.03550973654063,,1,1,Life Sciences,1249,4,Male,3,1,research scientist,1,single,2342.59,6090.75,1,No,13,3.0,4,Part Time,0,2,3.0,1,0.0,0,0,1991,28111.13,,True
22,Yes,,301.8888888888889, Research & Development ,6,3,Life Sciences,1250,4,Female,2,1,laboratory technician,4,single,2438.33,6339.67,1,Yes,18,0.0,2,Unknown,0,5,3.0,1,1.0,1,0,2003,29259.96,laboratory technician  -  research & development,False
39,No,,556.2566609977324,,2,2,Life Sciences,1251,3,Male,2,2,healthcare representative,4,divorced,4492.84,11681.39,5,No,14,3.0,4,Part Time,1,2,4.0,1,0.0,0,0,1986,53914.11,,False
24,No,,290.03550973654063, Research & Development ,15,3,,1252,2,Female,3,1,laboratory technician,4,single,2342.59,6090.75,1,No,15,3.0,3,Part Time,0,5,3.0,0,0.0,0,0,2001,28111.13,laboratory technician  -  research & development,False
36,No,,464.8015873015873,,24,4,Life Sciences,1253,2,Female,2,2,research scientist,2,,3754.17,9760.83,6,Unknown,15,3.0,3,Part Time,1,3,3.0,1,0.0,0,0,1989,45050.0,,True
38,No,,292.5,,3,2,Life Sciences,1254,1,Female,3,1,laboratory technician,4,divorced,,6142.5,5,Unknown,22,4.0,1,Full Time,1,2,3.0,1,0.0,0,0,1987,28350.0,,False
21,Yes,travel_rarely,290.03550973654063, Sales ,22,1,Marketing,1255,4,Male,3,1,sales representative,3,single,,6090.75,1,Yes,19,3.0,4,Part Time,0,2,2.0,0,0.0,0,0,2004,28111.13,sales representative  -  sales,True
43,No,,290.03550973654063,,9,4,Life Sciences,1256,3,Male,3,1,laboratory technician,1,,,6090.75,2,Unknown,21,4.0,4,Part Time,1,2,3.0,5,1.0,1,4,1982,28111.13,,True
21,No,,290.03550973654063,,18,1,,1257,2,Female,3,1,laboratory technician,2,single,2342.59,6090.75,1,No,14,0.0,4,Part Time,0,3,3.0,1,0.0,0,0,2004,28111.13,,False
53,No,,556.2566609977324,,7,4,,1258,2,Male,2,2,manufacturing director,3,married,4492.84,11681.39,2,No,17,3.0,3,Unknown,0,2,3.0,1,0.0,0,0,1972,53914.11,,True
60,No,,290.03550973654063,,9,3,,1259,2,Female,2,1,research scientist,2,married,,6090.75,4,Yes,20,4.0,2,Part Time,1,3,2.0,1,0.0,0,0,1965,28111.13,,False
21,Yes,travel_frequently,290.03550973654063,,1,1,,1260,3,Female,1,1,sales representative,1,,2342.59,6090.75,0,No,21,4.0,1,Part Time,0,5,Unknown,0,0.0,0,0,2004,28111.13,,True
21,Yes,travel_rarely,290.03550973654063,,2,3,Life Sciences,1261,2,Male,2,1,laboratory technician,4,single,2342.59,6090.75,1,Unknown,22,4.0,3,Part Time,0,3,2.0,1,1.0,1,0,2004,28111.13,,True
37,Yes,travel_rarely,556.2566609977324,,23,2,,1262,2,Male,2,2,manufacturing director,3,,4492.84,11681.39,3,Yes,13,3.0,1,Part Time,0,1,3.0,1,0.0,0,1,1988,53914.11,,True
40,No,travel_rarely,676.1031746031746,,38,4,,1263,4,Male,3,2,manufacturing director,3,,,14198.17,9,Unknown,14,3.0,2,Full Time,0,3,3.0,1,0.0,0,0,1985,65530.0,,False
40,Yes,,688.484126984127,,29,1,Medical,1264,2,Male,3,2,healthcare representative,1,married,5560.83,14458.17,7,Yes,19,0.0,2,Full Time,0,2,3.0,1,0.0,0,0,1985,66730.0,,False
43,No,,1402.2460317460318, Sales ,6,3,Life Sciences,1265,4,Female,3,3,manager,4,single,11325.83,29447.17,3,Yes,18,3.0,3,Full Time,0,3,3.0,1,0.0,0,0,1982,135910.0,manager  -  sales,False
61,No,travel_rarely,224.61111111111111,,3,3,Life Sciences,1266,3,Male,2,1,research scientist,4,married,,4716.83,3,Unknown,17,3.0,1,Part Time,1,6,3.0,1,0.0,0,0,1964,21770.0,,True
52,No,travel_rarely,2013.6587301587304,,1,4,Medical,1267,4,Female,3,5,manager,4,divorced,16264.17,42286.83,3,No,11,3.0,3,Full Time,1,3,2.0,7,0.0,0,6,1973,195170.0,,False
43,No,travel_rarely,556.2566609977324, Research & Development ,19,2,Life Sciences,1268,3,Male,3,2,research scientist,1,divorced,4492.84,11681.39,2,Unknown,16,3.0,1,Part Time,2,2,2.0,1,0.0,0,0,1982,53914.11,research scientist  -  research & development,True
47,No,,1981.15873015873,,1,3,,1269,3,Male,4,5,manager,4,,16001.67,41604.33,0,Unknown,11,3.0,3,Full Time,1,2,3.0,24,1.0,1,7,1978,192020.0,,False
39,Yes,,1036.6984126984128,,10,3,Medical,1270,1,Male,3,3,manufacturing director,3,,8373.33,21770.67,6,No,11,0.0,2,Full Time,2,5,3.0,1,0.0,0,0,1986,100480.0,,True
53,No,,280.94444444444446,,38,3,,1271,3,Male,3,1,research scientist,4,married,2269.17,5899.83,1,No,11,3.0,2,Part Time,0,0,2.0,1,0.0,0,0,1972,27230.0,,True
30,Yes,travel_rarely,290.03550973654063,,2,4,Life Sciences,1272,1,Male,3,1,laboratory technician,3,single,2342.59,6090.75,2,Unknown,11,3.0,3,Part Time,0,5,1.0,0,0.0,0,0,1995,28111.13,,False
31,No,travel_rarely,685.4920634920636,,2,3,Medical,1273,1,Male,2,2,sales executive,2,married,,14395.33,2,No,19,3.0,2,Full Time,2,2,Unknown,0,0.0,0,0,1994,66440.0,,True
33,No,travel_rarely,556.2566609977324, Research & Development ,23,3,Medical,1274,2,Male,2,2,healthcare representative,4,,4492.84,11681.39,0,No,21,0.0,2,Part Time,1,2,3.0,9,7.0,7,8,1992,53914.11,healthcare representative  -  research & development,True
40,No,travel_rarely,578.2936507936508,,7,2,Medical,1275,1,Female,4,2,sales executive,1,,4670.83,12144.17,1,Yes,24,4.0,3,Full Time,1,3,3.0,8,7.0,7,7,1985,56050.0,,False
46,Yes,travel_frequently,326.13492063492066,,12,3,Life Sciences,1276,1,Male,3,1,laboratory technician,3,,2634.17,6848.83,3,Yes,22,4.0,4,Full Time,1,0,1.0,1,0.0,0,0,1979,31610.0,,True
38,No,,556.2566609977324,,3,3,Technical Degree,1277,3,Male,3,2,research scientist,2,single,4492.84,11681.39,4,Unknown,12,3.0,4,Part Time,0,2,3.0,8,7.0,7,7,1987,53914.11,,True
20,Yes,,146.5079365079365, Research & Development ,3,3,,1278,3,Male,3,1,laboratory technician,3,single,1183.33,3076.67,1,No,13,3.0,3,Unknown,0,2,3.0,0,0.0,0,0,2005,14199.96,laboratory technician  -  research & development,True
38,No,,290.03550973654063,,18,4,Life Sciences,1279,3,Male,4,1,laboratory technician,4,married,2342.59,6090.75,4,No,18,3.0,4,Part Time,2,2,3.0,1,0.0,0,0,1987,28111.13,,True
20,No,,123.8095238095238,,10,3,,1280,4,Female,2,1,sales representative,3,,1000.0,2600.0,1,No,12,3.0,1,Part Time,0,2,3.0,0,0.0,0,0,2005,12000.0,,False
41,Yes,travel_rarely,540.4285714285714,,3,2,,1281,4,Female,3,2,sales executive,3,married,4365.0,11349.0,4,Yes,18,3.0,1,Unknown,0,3,2.0,1,0.0,0,0,1984,52380.0,,True
45,No,travel_rarely,1030.1984126984128, Research & Development ,15,3,,1282,1,Female,3,3,healthcare representative,1,married,,21634.17,8,No,16,3.0,1,Part Time,1,1,2.0,1,0.0,0,0,1980,99850.0,healthcare representative  -  research & development,True
49,No,travel_frequently,556.2566609977324,,4,1,Medical,1283,2,Male,3,2,sales representative,3,,,11681.39,3,No,19,3.0,1,Part Time,0,3,3.0,0,0.0,0,0,1976,53914.11,,False
44,No,travel_rarely,1649.968253968254,,23,5,,1284,1,Female,3,4,research director,4,single,,34649.33,2,No,14,3.0,2,Full Time,0,2,3.0,1,0.0,0,0,1981,159920.0,,False
34,No,,244.52380952380955,,2,3,,1285,3,Female,3,1,laboratory technician,2,married,1975.0,5135.0,1,No,13,0.0,3,Part Time,1,4,3.0,8,0.0,0,7,1991,23700.0,,True
50,No,travel_rarely,1032.4872861766066,,29,1,Medical,1286,1,Female,3,3,manager,3,married,8339.32,21682.23,3,Unknown,21,4.0,2,Part Time,1,3,1.0,0,0.0,0,0,1975,100071.84,,True
44,No,travel_rarely,699.6269841269841, Research & Development ,2,4,,1287,1,Male,2,2,healthcare representative,4,,5650.83,14692.17,3,Unknown,23,4.0,2,Full Time,0,6,3.0,1,0.0,0,0,1981,67810.0,healthcare representative  -  research & development,False
38,No,non-travel,686.4206349206349,,1,5,Medical,1288,4,Female,3,2,sales executive,4,,5544.17,14414.83,4,Unknown,15,0.0,2,Unknown,0,6,3.0,1,0.0,0,0,1987,66530.04000000001,,True
35,Yes,travel_rarely,294.1507936507937,,5,3,Marketing,1289,4,Female,3,1,sales representative,3,single,,6177.17,1,Unknown,13,0.0,2,Full Time,0,2,3.0,1,0.0,0,0,1990,28510.0,,False
48,No,,542.4920634920635, Research & Development ,7,4,Medical,1290,3,Female,3,2,manufacturing director,3,married,,11392.33,2,Unknown,14,3.0,3,Part Time,0,2,4.0,1,0.0,0,0,1977,52580.0,manufacturing director  -  research & development,True
23,Yes,travel_rarely,290.03550973654063, Sales ,12,3,Life Sciences,1291,3,Female,4,1,sales representative,2,single,2342.59,6090.75,1,Unknown,15,3.0,4,Unknown,0,0,3.0,1,0.0,0,0,2002,28111.08,sales representative  -  sales,False
32,No,,255.46031746031747,,2,1,Technical Degree,1292,3,Male,3,1,sales representative,2,,2063.33,5364.67,1,Unknown,18,3.0,1,Unknown,1,3,3.0,1,0.0,0,0,1993,24759.96,,True
