,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,generation
1331,39,No,,556.2566609977324,sales,16,4,Marketing,1332,4,Male,2,2,sales executive,3,,11125.133219954649,11681.39,4,Unknown,19,0.0,4,Part Time,2,2,3.0,1,0.0,0,0,1986,53914.11,True,Millennials
1332,34,No,,238.7460317460317,research & development,1,3,Life Sciences,1333,4,Male,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,No,12,0.0,2,Part Time,1,2,3.0,3,0.0,0,2,1991,23140.0,True,Millennials
1333,55,No,travel_rarely,1582.7713464696226,sales,8,3,Marketing,1334,1,Male,3,4,sales executive,4,married,31655.42692939245,33238.2,5,Unknown,14,3.0,3,Full Time,1,3,3.0,2,2.0,2,2,1970,153407.07,True,Gen X
1334,39,No,,1032.4872861766066,sales,19,2,,1335,1,Male,3,3,sales executive,2,single,20649.745723532134,21682.23,1,Yes,13,3.0,4,Part Time,0,2,3.0,10,0.0,0,9,1986,100071.84,False,Millennials
1335,34,Yes,travel_rarely,290.03550973654063,research & development,25,4,,1336,1,Male,3,1,laboratory technician,4,,2342.59,6090.75,1,Unknown,24,4.0,3,Part Time,0,2,1.0,1,0.0,0,1,1991,28111.13,True,Millennials
1336,60,Yes,travel_frequently,245.5555555555556,research & development,2,1,,1337,4,Male,2,1,laboratory technician,4,divorced,4911.111111111112,5156.67,9,Unknown,14,3.0,4,Part Time,1,3,2.0,1,0.0,0,0,1965,23800.0,True,Gen X
1337,45,No,travel_rarely,556.2566609977324,research & development,8,3,,1338,1,Female,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,No,21,4.0,3,Part Time,1,2,4.0,1,0.0,0,0,1980,53914.11,False,Gen X
1338,23,Yes,travel_rarely,290.03550973654063,research & development,18,1,Other,1339,4,Female,3,1,research scientist,4,single,2342.59,6090.75,1,No,19,0.0,1,Part Time,0,3,2.0,1,0.0,0,0,2002,28111.13,False,Gen Z
1339,36,No,,207.1746031746032,research & development,48,3,Life Sciences,1340,4,Male,3,1,laboratory technician,2,,1673.33,4350.67,1,No,14,3.0,2,Part Time,2,3,3.0,1,1.0,1,0,1989,20080.0,True,Millennials
1340,60,No,,1088.6984126984128,research & development,5,3,,1341,3,Female,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,Unknown,13,0.0,4,Full Time,1,3,3.0,6,0.0,0,4,1965,105520.0,False,Gen X
1341,50,No,,233.07142857142856,research & development,20,4,Medical,1342,4,Male,3,1,research scientist,3,married,1882.5,4894.5,4,Unknown,17,3.0,1,Part Time,2,2,2.0,0,0.0,0,0,1975,22590.0,False,Gen X
1342,34,No,non-travel,290.03550973654063,research & development,1,3,Life Sciences,1343,3,Female,2,1,laboratory technician,2,married,2342.59,6090.75,6,No,20,0.0,3,Part Time,0,3,3.0,3,0.0,0,2,1991,28111.13,True,Millennials
1343,27,Yes,,248.96031746031747,sales,19,2,Marketing,1344,3,Male,2,1,sales representative,2,married,4979.20634920635,5228.17,1,Yes,18,0.0,3,Part Time,3,2,3.0,1,0.0,0,0,1998,24130.0,False,Gen Z
1344,42,No,,1032.4872861766066,sales,10,4,Marketing,1345,1,Male,2,3,sales executive,2,divorced,8339.32,21682.23,2,No,12,3.0,2,Part Time,1,2,2.0,1,0.0,0,0,1983,100071.84,True,Millennials
1345,21,Yes,,218.8333333333333,sales,21,3,Other,1346,4,Male,2,1,sales representative,2,single,4376.666666666666,4595.5,1,Yes,13,3.0,2,Part Time,0,3,4.0,1,0.0,0,0,2004,21210.0,False,Gen Z
1346,22,Yes,travel_rarely,290.03550973654063,research & development,4,3,Technical Degree,1347,1,Male,3,1,laboratory technician,1,single,2342.59,6090.75,1,Unknown,19,3.0,2,Part Time,0,2,3.0,1,0.0,0,0,2003,28111.13,False,Gen Z
1347,35,No,travel_rarely,556.2566609977324,research & development,1,3,,1348,2,Female,2,2,healthcare representative,4,,4492.84,11681.39,0,Unknown,14,3.0,1,Part Time,0,3,3.0,5,1.0,1,4,1990,53914.11,True,Millennials
1348,60,Yes,travel_rarely,255.7698412698413,research & development,2,3,,1349,4,Male,3,1,research scientist,3,single,5115.396825396826,5371.17,4,No,24,4.0,1,Part Time,0,4,3.0,1,0.0,0,0,1965,24790.0,False,Gen X
1349,42,Yes,non-travel,1361.2857142857142,sales,24,3,,1350,2,Female,4,4,sales executive,2,single,27225.714285714283,28587.0,4,Unknown,16,3.0,4,Full Time,0,2,2.0,1,0.0,0,0,1983,131940.0,True,Millennials
1350,31,Yes,travel_rarely,290.03550973654063,research & development,10,3,,1351,4,Female,2,1,research scientist,1,single,2342.59,6090.75,6,Yes,20,4.0,3,Part Time,0,5,3.0,0,0.0,0,0,1994,28111.13,True,Millennials
1351,49,No,travel_rarely,429.515873015873,sales,18,2,Life Sciences,1352,4,Female,3,2,sales executive,4,single,3469.17,9019.83,1,Yes,17,3.0,3,Part Time,0,0,3.0,9,0.0,0,7,1976,41630.04,False,Gen X
1352,20,No,,290.03550973654063,research & development,5,2,,1353,2,Male,3,1,research scientist,4,,2342.59,6090.75,1,No,15,3.0,4,Part Time,0,2,3.0,0,0.0,0,0,2005,28111.13,True,Gen Z
1353,22,Yes,,268.25396825396825,research & development,16,3,Medical,1354,4,Female,2,1,research scientist,1,,5365.079365079365,5633.33,1,Yes,15,3.0,1,Part Time,0,2,3.0,1,0.0,0,0,2003,26000.0,False,Gen Z
1354,44,No,,1888.4047619047624,,5,2,,1355,4,Male,3,5,manager,3,,15252.5,39656.5,6,No,13,3.0,2,Full Time,0,3,4.0,1,0.0,0,0,1981,183030.0,True,Millennials
1355,52,No,travel_rarely,245.5555555555556,research & development,9,3,,1356,1,Male,3,1,laboratory technician,4,married,1983.33,5156.67,4,No,18,0.0,2,Part Time,0,5,3.0,1,0.0,0,0,1973,23799.96,True,Gen X
1356,39,Yes,travel_rarely,492.8650793650794,research & development,11,2,Medical,1357,1,Female,1,2,healthcare representative,2,,3980.83,10350.17,5,No,15,3.0,1,Part Time,0,2,1.0,1,0.0,0,0,1986,47770.0,True,Millennials
1357,40,No,,556.2566609977324,sales,3,4,Life Sciences,1358,2,Male,3,2,sales executive,4,,4492.84,11681.39,8,Yes,12,3.0,3,Part Time,0,1,3.0,1,0.0,0,0,1985,53914.08,False,Millennials
1358,38,Yes,,556.2566609977324,research & development,15,3,,1359,1,Male,3,2,laboratory technician,3,divorced,11125.133219954649,11681.39,7,Unknown,14,3.0,2,Part Time,1,3,2.0,1,0.0,0,0,1987,53914.11,True,Millennials
1359,30,No,travel_rarely,108.53968253968254,sales,10,1,Medical,1360,4,Male,3,1,sales representative,2,married,87667.0,2279.33,1,No,22,4.0,2,Full Time,0,5,3.0,1,0.0,0,0,1995,10520.0,True,Millennials
1360,45,No,,1032.4872861766066,sales,25,3,,1361,3,Male,2,3,sales executive,4,,20649.745723532134,21682.23,5,No,13,3.0,3,Part Time,1,5,3.0,1,0.0,0,0,1980,100071.84,True,Gen X
1361,23,Yes,travel_rarely,290.03550973654063,research & development,10,3,,1362,3,Female,2,1,laboratory technician,1,single,2342.59,6090.75,1,No,13,0.0,1,Part Time,0,6,2.0,1,1.0,1,0,2002,28111.13,True,Gen Z
1362,53,Yes,travel_rarely,253.91269841269843,research & development,4,4,,1363,1,Male,3,1,research scientist,3,married,5078.253968253968,5332.17,9,Unknown,12,0.0,3,Part Time,3,2,4.0,10,2.0,2,7,1972,24610.0,False,Gen X
1363,39,No,,556.2566609977324,sales,10,4,,1364,4,Female,2,2,sales executive,4,divorced,11125.133219954649,11681.39,2,Yes,14,0.0,3,Part Time,3,5,3.0,1,0.0,0,0,1986,53914.11,False,Millennials
1364,30,Yes,,267.8412698412698,research & development,1,3,Medical,1365,1,Male,2,1,laboratory technician,2,divorced,5356.825396825397,5624.67,1,No,15,0.0,1,Unknown,2,2,3.0,1,0.0,0,0,1995,25960.0,False,Millennials
1365,52,Yes,,487.8095238095239,sales,1,4,,1366,4,Male,3,2,sales executive,3,single,9756.190476190479,10244.0,3,Yes,14,3.0,4,Part Time,0,4,3.0,0,0.0,0,0,1973,47280.0,True,Gen X
1366,36,No,,290.03550973654063,research & development,3,4,,1367,3,Male,2,1,research scientist,4,,2342.59,6090.75,3,No,17,3.0,4,Part Time,3,2,3.0,0,0.0,0,0,1989,28111.13,True,Millennials
1367,40,No,travel_rarely,758.436507936508,sales,2,2,Marketing,1368,4,Male,3,3,sales executive,2,single,6125.83,15927.17,7,No,16,3.0,3,Part Time,0,2,3.0,1,0.0,0,0,1985,73510.0,True,Millennials
1368,44,No,,556.2566609977324,research & development,29,3,,1369,2,Male,1,2,laboratory technician,4,,4492.84,11681.39,4,Unknown,19,3.0,1,Part Time,0,3,3.0,1,0.0,0,0,1981,53914.11,False,Millennials
1369,20,Yes,,290.03550973654063,research & development,8,1,,1370,3,Male,3,1,laboratory technician,3,single,2342.59,6090.75,1,No,12,3.0,4,Part Time,0,0,3.0,0,0.0,0,0,2005,28111.13,True,Gen Z
1370,43,No,,491.73015873015873,research & development,12,4,,1371,2,Male,3,1,laboratory technician,4,,3971.67,10326.33,3,Yes,11,3.0,1,Full Time,1,4,Unknown,1,0.0,0,0,1982,47660.0,False,Millennials
1371,37,No,travel_rarely,232.968253968254,research & development,1,4,Medical,1372,4,Male,2,1,laboratory technician,3,,1881.67,4892.33,6,No,12,3.0,2,Part Time,1,2,3.0,8,1.0,1,7,1988,22580.0,True,Millennials
1372,34,No,,291.6746031746032,sales,2,1,,1373,3,Female,3,1,sales representative,1,,5833.492063492064,6125.17,1,Unknown,12,3.0,3,Full Time,3,3,3.0,1,0.0,0,0,1991,28270.0,True,Millennials
1373,24,Yes,,294.35714285714283,research & development,3,4,Life Sciences,1374,3,Male,2,1,research scientist,4,married,2377.5,6181.5,0,Yes,11,3.0,2,Full Time,1,5,3.0,0,0.0,0,0,2001,28530.0,True,Gen Z
1374,46,No,non-travel,236.2698412698413,research & development,26,3,,1375,2,Male,1,1,research scientist,3,single,4725.396825396826,4961.67,2,No,13,0.0,4,Part Time,0,3,3.0,0,0.0,0,0,1979,22900.0,True,Gen X
1375,43,Yes,non-travel,217.3888888888889,research & development,5,2,Life Sciences,1376,1,Male,2,1,research scientist,1,,1755.83,4565.17,6,No,17,3.0,1,Part Time,1,2,1.0,1,0.0,0,0,1982,21070.0,True,Millennials
1376,42,No,travel_frequently,556.2566609977324,sales,2,4,,1377,2,Male,3,2,sales executive,2,,11125.133219954649,11681.39,5,No,12,3.0,4,Part Time,3,2,3.0,0,0.0,0,0,1983,53914.11,False,Millennials
1377,26,Yes,,228.015873015873,research & development,17,2,Life Sciences,1378,4,Female,3,1,laboratory technician,2,,1841.67,4788.33,1,Unknown,13,3.0,1,Part Time,1,3,1.0,1,0.0,0,0,1999,22100.0,True,Gen Z
1378,44,No,travel_frequently,1360.9761904761906,research & development,26,5,Medical,1379,1,Female,3,3,research director,1,married,10992.5,28580.5,3,Yes,17,3.0,3,Full Time,0,6,3.0,1,0.0,0,0,1981,131910.0,False,Millennials
1379,51,No,,1973.9841269841268,research & development,4,2,Medical,1380,1,Male,2,5,manager,3,married,39479.68253968254,41453.67,2,Unknown,13,0.0,3,Full Time,1,2,4.0,1,0.0,0,0,1974,191324.62,True,Gen X
1380,50,No,travel_rarely,290.03550973654063,research & development,2,2,Technical Degree,1381,4,Male,4,1,laboratory technician,2,single,2342.59,6090.75,5,Unknown,11,3.0,3,Part Time,0,4,2.0,1,0.0,0,0,1975,28111.08,True,Gen X
1381,31,No,travel_rarely,556.2566609977324,research & development,7,3,,1382,3,Male,3,2,healthcare representative,4,,4492.84,11681.39,1,Unknown,11,3.0,2,Part Time,2,2,3.0,6,1.0,1,0,1994,53914.11,True,Millennials
1382,50,No,,1884.4841269841272,research & development,1,3,Life Sciences,1383,4,Male,2,5,research director,4,single,15220.83,39574.17,6,No,12,3.0,3,Full Time,0,3,4.0,1,0.0,0,0,1975,182650.0,True,Gen X
1383,36,No,,290.03550973654063,research & development,20,3,Technical Degree,1384,3,Female,4,1,research scientist,3,,2342.59,6090.75,0,No,17,3.0,4,Part Time,0,5,2.0,1,0.0,0,0,1989,28111.13,True,Millennials
1384,21,No,,290.03550973654063,research & development,25,3,Life Sciences,1385,2,Female,4,1,research scientist,4,single,2342.59,6090.75,1,Unknown,12,3.0,4,Part Time,0,2,3.0,1,0.0,0,1,2004,28111.13,True,Gen Z
1385,25,No,,290.03550973654063,research & development,1,2,,1386,4,Male,3,1,research scientist,3,,2342.59,6090.75,1,No,22,4.0,4,Part Time,1,2,3.0,1,0.0,0,1,2000,28111.13,False,Gen Z
1386,27,Yes,travel_frequently,115.34920634920636,sales,32,1,,1387,3,Male,1,1,sales representative,4,single,93167.0,2422.33,1,Yes,14,0.0,4,Full Time,0,4,3.0,1,1.0,1,0,1998,1118004.0,True,Gen Z
1387,44,No,,244.7301587301588,research & development,34,4,Medical,1388,2,Female,4,2,research scientist,2,married,4894.603174603176,5139.33,6,Yes,16,3.0,4,Part Time,0,2,3.0,1,0.0,0,0,1981,23720.0,False,Millennials
1388,53,No,travel_frequently,292.8095238095238,research & development,6,2,Medical,1389,2,Female,2,1,laboratory technician,3,single,2365.0,6149.0,0,Unknown,14,3.0,2,Full Time,0,6,2.0,7,7.0,7,7,1972,28380.0,False,Gen X
1389,47,No,travel_frequently,1863.436507936508,,25,3,Medical,1390,2,Female,3,5,manager,2,,15050.83,39132.17,3,Unknown,22,4.0,3,Full Time,0,4,3.0,0,0.0,0,0,1978,180610.0,False,Gen X
1390,29,No,,290.03550973654063,sales,11,3,Medical,1391,3,Female,4,1,sales representative,4,married,2342.59,6090.75,8,Unknown,14,0.0,2,Part Time,1,4,3.0,1,0.0,0,0,1996,28111.13,True,Millennials
1391,20,No,non-travel,166.21428571428572,research & development,1,3,,1392,4,Female,3,1,laboratory technician,4,single,1342.5,3490.5,1,Unknown,15,3.0,3,Part Time,0,5,4.0,0,0.0,0,0,2005,16110.0,False,Gen Z
1392,33,Yes,travel_frequently,290.03550973654063,sales,2,3,,1393,3,Female,2,1,sales representative,4,single,2342.59,6090.75,7,No,14,3.0,3,Part Time,0,3,4.0,1,0.0,0,0,1992,28111.13,True,Millennials
1393,33,Yes,travel_frequently,290.03550973654063,sales,1,4,Life Sciences,1394,2,Female,1,1,sales representative,3,single,2342.59,6090.75,1,Unknown,12,0.0,2,Part Time,0,3,3.0,1,0.0,0,0,1992,28111.13,False,Millennials
1394,33,Yes,travel_rarely,290.03550973654063,research & development,8,3,Life Sciences,1395,1,Female,2,1,research scientist,2,,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,0,3,4.0,1,0.0,0,0,1992,28111.13,False,Millennials
1395,29,No,travel_rarely,290.03550973654063,research & development,11,1,Life Sciences,1396,2,Male,3,1,laboratory technician,1,married,2342.59,6090.75,0,Unknown,14,3.0,2,Part Time,0,3,4.0,5,1.0,1,4,1996,28111.13,False,Millennials
1396,41,Yes,,290.03550973654063,research & development,2,3,,1397,1,Female,2,1,laboratory technician,1,single,5800.710194730813,6090.75,2,Yes,23,4.0,2,Unknown,0,2,4.0,1,0.0,0,0,1984,28111.13,True,Millennials
1397,46,No,travel_frequently,491.936507936508,sales,1,5,Marketing,1398,1,Female,3,2,sales executive,3,married,3973.33,10330.67,7,Unknown,12,0.0,3,Part Time,1,4,2.0,1,0.0,0,0,1979,47680.0,False,Gen X
1398,32,No,,131.44444444444446,research & development,25,3,,1399,2,Male,3,1,research scientist,3,,2628.888888888889,2760.33,1,Unknown,13,3.0,2,Part Time,2,2,2.0,1,0.0,0,0,1993,12740.0,False,Millennials
1399,37,No,travel_rarely,248.031746031746,sales,26,1,Life Sciences,1400,4,Male,3,1,sales representative,3,,2003.33,5208.67,1,No,13,0.0,1,Part Time,1,3,3.0,1,0.0,0,0,1988,24040.0,True,Millennials
1400,26,Yes,travel_frequently,290.03550973654063,research & development,9,3,,1401,2,Male,3,1,laboratory technician,1,,2342.59,6090.75,2,Unknown,11,3.0,3,Part Time,0,2,2.0,0,0.0,0,0,1999,28111.13,False,Gen Z
1401,26,No,,209.75396825396828,sales,13,2,,1402,4,Female,3,1,sales representative,2,married,4195.079365079366,4404.83,1,Unknown,13,3.0,3,Part Time,1,2,Unknown,1,0.0,0,0,1999,20330.0,True,Gen Z
1402,30,Yes,,264.23015873015873,research & development,2,2,Medical,1403,3,Male,2,1,laboratory technician,1,single,5284.603174603175,5548.83,7,No,11,0.0,3,Part Time,0,2,2.0,0,0.0,0,0,1995,25610.0,True,Millennials
1403,30,No,travel_rarely,161.26190476190476,research & development,1,3,Life Sciences,1404,1,Male,2,1,research scientist,3,,3225.2380952380954,3386.5,1,Unknown,14,3.0,4,Part Time,1,2,1.0,1,0.0,0,0,1995,15630.0,False,Millennials
1404,35,No,,659.0793650793651,research & development,8,5,,1405,4,Male,3,2,healthcare representative,3,,5323.33,13840.67,2,Unknown,17,3.0,1,Part Time,0,6,3.0,0,0.0,0,0,1990,63879.96,True,Millennials
1405,41,No,travel_rarely,864.1904761904763,research & development,6,3,,1406,2,Female,3,3,manufacturing director,2,single,17283.809523809527,18148.0,4,Unknown,18,0.0,4,Part Time,0,3,3.0,2,2.0,2,2,1984,83760.0,False,Millennials
1406,44,No,,499.468253968254,research & development,2,3,Medical,1407,3,Male,2,1,laboratory technician,2,married,4034.17,10488.83,4,Unknown,14,0.0,2,Full Time,1,3,Unknown,1,0.0,0,0,1981,48410.0,True,Millennials
1407,31,No,travel_rarely,290.03550973654063,research & development,9,3,,1408,3,Male,4,1,research scientist,3,married,2342.59,6090.75,6,No,18,3.0,1,Part Time,2,2,2.0,1,0.0,0,0,1994,28111.13,False,Millennials
1408,37,No,travel_rarely,290.03550973654063,research & development,1,3,,1409,4,Male,2,1,laboratory technician,1,,5800.710194730813,6090.75,1,No,19,3.0,2,Part Time,0,3,3.0,3,1.0,1,2,1988,28111.13,False,Millennials
1409,37,Yes,travel_rarely,213.984126984127,research & development,14,3,,1410,1,Female,3,1,laboratory technician,1,,1728.33,4493.67,1,Unknown,12,3.0,4,Part Time,1,2,3.0,1,0.0,0,0,1988,20739.96,True,Millennials
1410,36,No,,306.63492063492066,research & development,13,4,Medical,1411,1,Male,3,1,research scientist,4,single,2476.67,6439.33,1,Unknown,13,3.0,3,Full Time,0,4,Unknown,1,0.0,0,0,1989,29720.0,False,Millennials
1411,28,No,travel_rarely,290.03550973654063,research & development,3,3,,1412,1,Female,3,1,research scientist,4,,5800.710194730813,6090.75,1,Unknown,21,4.0,1,Part Time,0,5,3.0,1,0.0,0,0,1997,28111.13,True,Gen Z
1412,38,No,travel_rarely,703.1349206349207,sales,1,4,Life Sciences,1413,2,Female,3,2,sales executive,3,single,5679.17,14765.83,6,No,13,3.0,1,Full Time,0,5,3.0,1,0.0,0,0,1987,68150.0,True,Millennials
1413,52,No,,1973.9841269841268,,24,3,Marketing,1414,2,Male,3,5,manager,3,married,15943.72,41453.67,4,Yes,16,0.0,3,Full Time,1,2,3.0,1,0.0,0,0,1973,191324.62,False,Gen X
1414,44,No,travel_rarely,1973.9841269841268,,9,2,,1415,4,Male,2,5,manager,4,,39479.68253968254,41453.67,8,No,22,4.0,4,Full Time,0,2,3.0,1,0.0,0,1,1981,191324.62,False,Millennials
1415,37,No,,277.53968253968253,research & development,7,2,Life Sciences,1416,3,Male,2,1,laboratory technician,4,,2241.67,5828.33,1,No,18,3.0,4,Part Time,1,5,2.0,1,0.0,0,1,1988,26900.04,False,Millennials
1416,48,No,travel_rarely,1812.468253968254,,1,4,Life Sciences,1417,4,Male,4,4,manager,1,,36249.36507936508,38061.83,1,Unknown,15,3.0,2,Full Time,0,5,1.0,26,0.0,0,12,1977,175670.0,False,Gen X
1417,20,Yes,travel_frequently,161.88095238095238,sales,3,2,Medical,1418,2,Female,3,1,sales representative,4,single,3237.6190476190477,3399.5,1,Yes,12,3.0,3,Part Time,0,2,4.0,0,0.0,0,0,2005,15690.0,True,Gen Z
1418,31,No,,431.9920634920635,sales,5,3,,1419,1,Male,2,2,sales executive,2,divorced,3489.17,9071.83,1,Yes,13,0.0,2,Part Time,1,3,2.0,10,0.0,0,9,1994,41870.0,True,Millennials
1419,33,No,,556.2566609977324,sales,5,4,Life Sciences,1420,1,Female,3,2,sales executive,4,,4492.84,11681.39,1,No,11,3.0,1,Part Time,2,2,Unknown,10,0.0,0,2,1992,53914.11,True,Millennials
1420,43,No,travel_rarely,1032.4872861766066,sales,23,2,,1421,4,Male,3,3,sales executive,3,single,8339.32,21682.23,3,Unknown,16,3.0,4,Part Time,0,2,3.0,2,0.0,0,2,1982,100071.84,True,Millennials
1421,40,No,travel_rarely,341.09523809523813,research & development,4,2,,1422,4,Female,3,1,laboratory technician,3,,6821.904761904762,7163.0,7,Unknown,19,3.0,4,Full Time,1,5,Unknown,0,0.0,0,0,1985,33060.0,True,Millennials
1422,34,Yes,travel_rarely,143.72222222222223,research & development,2,4,Life Sciences,1423,4,Male,3,1,laboratory technician,2,single,2874.4444444444443,3018.17,1,No,12,3.0,1,Part Time,0,2,3.0,1,0.0,0,0,1991,13930.0,True,Millennials
1423,62,No,,1122.8492063492065,research & development,1,4,,1424,3,Male,1,3,healthcare representative,4,divorced,9069.17,23579.83,3,No,20,4.0,3,Full Time,1,2,4.0,1,0.0,0,0,1963,108830.0,False,Baby Boomers
1424,26,Yes,,290.03550973654063,human resources,22,1,,1425,4,Male,1,1,human resources,3,married,2342.59,6090.75,1,No,11,0.0,3,Part Time,1,2,3.0,1,0.0,0,0,1999,28111.08,True,Gen Z
1425,42,No,travel_rarely,556.2566609977324,research & development,8,2,Life Sciences,1426,2,Female,3,2,manufacturing director,1,,11125.133219954649,11681.39,2,Yes,16,3.0,2,Unknown,1,3,3.0,1,0.0,0,0,1983,53914.11,True,Millennials
1426,32,No,travel_rarely,295.2857142857143,research & development,21,1,,1427,2,Male,3,1,research scientist,4,married,2385.0,6201.0,1,No,12,3.0,2,Part Time,1,2,2.0,10,0.0,0,8,1993,28620.0,True,Millennials
1427,49,No,non-travel,556.2566609977324,sales,2,4,Marketing,1428,3,Male,3,2,sales executive,2,,4492.84,11681.39,7,No,11,3.0,4,Part Time,1,3,1.0,1,0.0,0,0,1976,53914.11,True,Gen X
1428,34,Yes,travel_rarely,694.8809523809524,sales,1,2,,1429,1,Male,1,2,sales executive,2,single,5612.5,14592.5,6,Unknown,15,3.0,2,Full Time,0,2,3.0,0,0.0,0,0,1991,67350.0,False,Millennials
1429,47,No,travel_rarely,1006.5714285714288,human resources,41,3,Life Sciences,1430,4,Female,1,3,human resources,3,married,20131.428571428576,21138.0,4,Unknown,21,4.0,3,Unknown,2,2,4.0,5,0.0,0,3,1978,97560.0,True,Gen X
1430,36,No,,290.03550973654063,research & development,2,4,,1431,4,Male,4,1,research scientist,4,married,2342.59,6090.75,0,Yes,14,3.0,1,Part Time,3,3,3.0,5,1.0,1,2,1989,28111.13,False,Millennials
1431,35,Yes,,1032.4872861766066,sales,16,3,,1432,1,Female,3,3,sales executive,1,,8339.32,21682.23,2,Yes,20,4.0,3,Part Time,0,2,2.0,0,0.0,0,0,1990,100071.84,True,Millennials
1432,33,Yes,travel_rarely,1032.4872861766066,sales,16,4,,1433,1,Male,3,3,sales executive,3,married,8339.32,21682.23,2,Unknown,13,3.0,1,Full Time,3,2,3.0,1,0.0,0,0,1992,100071.84,True,Millennials
1433,31,No,travel_rarely,290.03550973654063,research & development,4,3,Technical Degree,1434,4,Female,2,1,research scientist,1,divorced,5800.710194730813,6090.75,1,Unknown,13,3.0,3,Part Time,1,2,3.0,1,0.0,0,0,1994,28111.13,True,Millennials
1434,32,No,,546.2063492063493,research & development,16,3,,1435,3,Male,4,2,healthcare representative,3,married,4411.67,11470.33,3,No,16,3.0,3,Part Time,1,3,3.0,7,1.0,1,7,1993,52940.0,False,Millennials
1435,40,No,travel_rarely,556.2566609977324,research & development,18,3,Medical,1436,2,Male,1,2,healthcare representative,4,married,11125.133219954649,11681.39,3,Unknown,16,3.0,3,Part Time,1,2,3.0,1,1.0,1,0,1985,53914.11,True,Millennials
1436,45,Yes,,251.43650793650792,research & development,17,3,Technical Degree,1437,3,Male,2,1,research scientist,3,,2030.83,5280.17,9,Yes,16,3.0,4,Part Time,1,4,3.0,1,0.0,0,0,1980,24370.0,False,Gen X
1437,57,No,travel_rarely,1973.9841269841268,research & development,44,3,,1438,3,Male,2,5,research director,1,married,39479.68253968254,41453.67,8,No,12,3.0,2,Full Time,3,2,3.0,1,0.0,0,0,1968,191324.62,False,Gen X
1438,23,Yes,,290.03550973654063,sales,7,1,Marketing,1439,2,Male,3,1,sales representative,2,single,2342.59,6090.75,1,Unknown,13,3.0,2,Part Time,0,3,3.0,1,1.0,1,0,2002,28111.08,True,Gen Z
1439,24,Yes,travel_rarely,290.03550973654063,research & development,45,1,Medical,1440,3,Female,3,1,laboratory technician,1,,2342.59,6090.75,1,Yes,17,3.0,3,Part Time,0,6,3.0,1,0.0,0,0,2001,28111.13,True,Gen Z
1440,39,No,travel_rarely,420.0238095238095,human resources,8,2,Other,1441,3,Male,3,2,human resources,2,divorced,8400.47619047619,8820.5,2,No,13,3.0,3,Part Time,0,4,2.0,10,4.0,4,7,1986,40710.0,True,Millennials
1441,44,No,travel_rarely,556.2566609977324,research & development,13,3,,1442,2,Male,4,2,healthcare representative,1,married,4492.84,11681.39,5,No,18,0.0,3,Part Time,2,2,2.0,0,0.0,0,0,1981,53914.11,False,Millennials
1442,20,No,,290.03550973654063,research & development,14,3,,1443,2,Female,3,1,research scientist,3,single,2342.59,6090.75,1,Unknown,16,3.0,3,Part Time,0,4,1.0,0,0.0,0,0,2005,28111.08,True,Gen Z
1443,33,Yes,travel_rarely,304.984126984127,human resources,18,5,Human Resources,1444,4,Male,4,1,human resources,1,married,2463.33,6404.67,0,No,17,3.0,3,Full Time,0,4,3.0,1,0.0,0,0,1992,29560.0,True,Millennials
1444,38,No,travel_rarely,556.2566609977324,research & development,2,4,,1445,4,Female,3,2,research scientist,2,,11125.133219954649,11681.39,4,Yes,22,4.0,4,Unknown,1,2,3.0,1,0.0,0,0,1987,53914.11,True,Millennials
1445,34,No,travel_frequently,479.5555555555556,sales,10,4,Marketing,1446,4,Male,3,2,sales executive,4,,3873.33,10070.67,8,Unknown,13,3.0,3,Part Time,0,2,4.0,0,0.0,0,0,1991,46480.0,True,Millennials
1446,31,No,,556.2566609977324,research & development,29,1,Life Sciences,1447,4,Male,1,2,healthcare representative,3,divorced,11125.133219954649,11681.39,8,No,17,0.0,4,Part Time,2,3,Unknown,7,1.0,1,6,1994,53914.11,False,Millennials
1447,44,No,travel_rarely,290.03550973654063,research & development,8,3,,1448,4,Male,3,1,laboratory technician,3,,2342.59,6090.75,4,No,13,0.0,4,Part Time,0,3,3.0,0,0.0,0,0,1981,28111.13,True,Millennials
1448,31,No,travel_rarely,289.3015873015873,human resources,6,1,,1449,4,Male,2,1,human resources,2,married,2336.67,6075.33,1,No,11,3.0,4,Part Time,0,3,3.0,1,0.0,0,0,1994,28040.0,True,Millennials
1449,31,Yes,,251.6428571428572,research & development,24,2,,1450,4,Male,2,1,research scientist,4,,2032.5,5284.5,1,Yes,24,0.0,2,Part Time,0,3,2.0,1,1.0,1,0,1994,24390.0,False,Millennials
